id	data_size	infer_time	accuracy	
62808	223.849	126.661	0.56	
63047	215.737	146.607	0.419	
63154	171.198	110.703	0.925	
63552	135.054	143.59	0.485	
63602	78.734	111.701	0.245	
63740	107.037	129.654	0.634	
63965	122.496	110.679	0.65	
64084	158.877	109.707	0.541	
64359	119.378	110.705	0.95	
64462	107.053	127.657	0.703	
64495	245.637	129.653	1.0	
64499	198.132	128.656	0.702	
64523	137.806	109.683	0.705	
64574	118.663	116.663	-1.0	
64718	190.969	130.637	0.833	
64868	93.304	128.908	0.438	
64898	171.154	111.256	0.776	
65074	190.705	108.516	0.95	
65288	263.349	110.411	0.387	
65350	186.749	110.713	0.549	
65455	173.978	129.747	0.353	
65485	103.789	103.308	1.0	
65736	88.071	110.863	0.883	
65798	219.874	129.034	0.28	
66038	254.611	130.332	0.348	
66135	103.292	128.297	1.0	
66231	159.775	111.247	0.387	
66523	91.188	116.086	0.8	
66561	183.705	111.275	0.925	
66635	67.205	128.727	0.752	
66706	193.209	148.058	0.113	
66771	169.717	130.823	0.632	
66817	160.361	149.108	0.45	
66841	114.142	107.683	0.231	
66886	131.05	112.675	0.9	
66926	74.733	128.648	0.747	
67180	176.909	115.691	0.626	
67213	216.152	127.658	0.695	
67310	150.371	117.71	0.512	
67315	154.155	111.702	0.889	
67406	82.521	130.65	0.975	
67534	118.69	80.808	0.933	
67616	240.581	129.654	0.234	
67896	251.23	128.656	0.7	
68078	77.691	91.731	0.567	
68093	278.31	131.673	0.881	
68286	142.022	101.701	0.4	
68387	105.287	129.651	0.721	
68409	81.754	108.71	0.548	
68628	100.623	111.702	0.9	
68765	116.346	129.631	1.0	
68833	235.642	127.622	0.501	
68933	114.682	107.712	0.866	
69106	124.435	110.679	0.938	
69138	75.755	90.73	0.451	
69213	107.287	110.704	0.546	
69224	40.521	130.627	0.445	
69356	199.392	126.637	0.353	
69795	154.609	130.627	0.454	
70048	184.179	127.661	0.832	
70158	188.265	108.71	0.823	
70229	221.237	118.659	0.975	
70254	202.909	101.728	0.57	
70739	103.959	131.673	0.573	
70774	191.341	109.708	0.071	
71226	133.884	109.705	0.978	
71451	104.765	90.731	0.8	
71711	182.924	110.703	0.428	
71756	122.103	127.659	0.75	
71877	159.272	106.687	0.663	
71938	68.211	129.629	0.934	
72281	126.912	107.71	1.0	
72795	180.198	130.65	0.53	
72813	106.086	128.389	0.955	
72852	276.506	107.738	0.851	
73118	182.239	148.603	1.0	
73153	82.755	107.711	0.505	
73326	185.626	129.629	0.371	
73533	130.354	128.632	0.833	
73702	229.459	117.256	0.532	
73946	102.48	112.08	0.649	
74058	98.95	110.702	0.24	
74092	154.387	107.401	0.36	
74200	112.819	129.636	0.576	
74209	166.224	127.63	0.341	
74256	144.158	128.244	0.488	
74457	139.584	103.698	0.925	
74646	99.029	115.666	0.282	
74733	174.63	146.584	0.778	
74860	111.29	111.701	0.85	
75393	97.454	110.704	0.48	
75456	111.53	110.703	1.0	
75612	101.683	129.655	0.492	
76211	166.629	126.638	0.4	
76261	18.369	111.701	0.801	
76416	236.312	130.65	0.36	
76417	225.393	128.632	0.714	
76468	235.234	128.632	0.297	
76547	241.865	128.631	0.361	
76625	172.647	127.633	0.535	
76731	94.817	105.69	1.0	
77396	118.917	130.65	0.665	
77460	93.899	108.685	0.399	
77595	141.635	111.678	0.908	
78032	185.684	103.723	0.631	
78170	151.754	147.605	0.379	
78266	208.182	111.701	0.097	
78404	93.546	110.703	0.401	
78420	107.794	129.653	1.0	
78426	71.479	113.695	0.598	
78565	144.041	126.662	0.495	
78748	212.915	129.629	0.682	
78823	154.229	128.627	0.96	
78843	155.632	127.634	0.744	
78915	290.62	117.662	0.672	
78959	145.976	91.754	0.0	
79014	44.896	105.717	0.9	
79031	228.114	111.701	1.0	
79034	315.53	128.655	0.388	
79144	261.993	128.655	0.925	
79188	169.909	115.691	0.4	
79229	134.966	110.677	0.955	
79408	151.436	109.707	1.0	
79565	54.983	129.653	0.925	
79588	220.873	128.631	0.619	
79651	217.66	130.651	0.964	
79837	125.927	107.711	0.285	
79969	261.443	106.688	0.213	
80022	86.829	111.7	0.7	
80057	87.873	107.687	1.0	
80153	157.384	106.687	0.907	
80273	75.071	110.704	1.0	
80274	284.174	129.653	0.85	
80340	145.466	112.698	0.549	
80413	90.402	130.651	1.0	
80659	183.086	110.678	0.729	
80666	318.89	146.608	1.0	
80671	99.919	110.679	0.851	
80932	200.813	116.688	0.594	
80949	88.441	112.699	0.737	
81061	172.256	110.704	1.0	
81394	232.13	130.624	0.534	
81594	202.195	116.687	0.631	
81738	134.918	129.653	0.841	
81766	281.293	128.656	0.917	
81988	109.417	110.703	0.877	
82085	227.728	109.68	0.445	
82180	197.677	109.683	0.955	
82688	70.759	108.733	0.615	
82696	97.457	107.688	0.518	
82715	258.146	110.68	0.802	
82765	55.014	107.712	0.95	
82807	91.438	143.616	0.926	
82812	159.086	102.7	0.566	
82821	295.89	110.704	0.268	
82846	254.419	129.628	0.889	
82986	183.885	111.675	0.768	
83113	280.249	130.623	0.802	
83172	74.371	111.702	0.817	
83531	107.868	88.763	0.432	
83540	163.712	110.681	0.85	
84031	130.608	109.705	0.348	
84170	210.646	130.651	0.602	
84241	161.461	104.721	0.478	
84270	141.769	129.654	0.496	
84362	93.296	129.652	0.605	
84431	126.354	90.758	1.0	
84477	153.136	110.704	0.865	
84492	199.831	106.715	0.637	
84650	110.72	129.653	0.367	
84664	162.564	147.579	0.129	
84674	124.958	115.691	0.475	
84752	141.74	111.7	0.571	
85089	166.39	111.676	0.943	
85157	167.584	129.677	0.6	
85195	163.683	127.634	0.955	
85329	73.342	127.658	0.95	
85376	172.524	115.667	0.61	
85478	149.262	105.692	0.9	
85576	80.682	127.659	1.0	
85665	66.511	118.682	0.45	
85682	191.36	111.68	0.45	
85772	151.91	109.681	0.876	
85823	277.745	110.68	0.933	
85911	117.214	107.688	0.8	
86220	206.381	110.704	0.52	
86483	136.294	130.651	0.2	
86582	168.227	110.705	0.785	
86755	110.897	129.654	0.293	
86956	99.449	117.684	0.592	
87038	179.007	128.659	0.566	
87144	156.945	128.632	0.353	
87244	106.099	117.657	0.337	
87470	238.127	130.65	0.477	
87476	162.074	108.708	0.637	
87742	115.909	119.68	0.8	
87875	240.748	128.682	0.9	
88040	276.112	108.684	0.716	
88218	80.097	115.691	1.0	
88250	164.68	110.985	0.851	
88265	283.083	108.32	1.0	
88269	134.265	130.65	0.869	
88345	120.147	109.303	0.471	
88432	172.959	115.667	0.669	
88462	197.235	103.722	0.516	
88485	112.91	110.704	1.0	
88848	319.766	146.579	0.625	
88951	192.199	129.633	0.755	
88970	121.288	107.446	0.866	
89045	113.352	110.652	0.225	
89078	198.373	115.689	0.404	
89271	228.943	141.649	1.0	
89296	164.404	111.699	0.848	
89556	204.423	129.678	0.534	
89648	165.769	111.7	0.441	
89670	109.494	109.708	0.533	
89697	149.751	111.664	0.736	
89761	184.091	114.67	1.0	
89880	64.081	103.694	1.0	
90003	288.473	129.625	0.855	
90062	266.312	112.731	1.0	
90108	145.198	129.653	1.0	
90155	229.087	110.679	1.0	
90208	238.242	109.703	0.933	
90284	125.951	145.635	0.901	
90631	84.662	105.693	0.9	
90891	411.679	109.706	0.261	
90956	120.835	109.704	0.703	
91406	172.909	110.679	0.253	
91495	141.894	109.731	0.777	
91500	230.078	128.655	0.566	
91615	187.2	110.728	0.402	
91619	118.853	106.717	0.9	
91654	180.252	129.652	0.597	
91779	197.261	128.655	0.659	
91921	310.58	129.676	0.95	
92053	132.645	112.675	0.384	
92091	150.647	130.628	0.743	
92124	74.948	91.73	0.867	
92177	110.365	147.605	0.577	
92416	116.634	116.099	0.721	
92660	204.126	110.704	0.225	
92839	225.326	140.599	0.9	
92939	170.928	109.706	0.463	
93154	201.262	106.714	0.403	
93261	88.93	130.623	0.505	
93353	79.831	128.632	0.208	
93437	105.545	102.725	0.266	
93717	130.779	110.705	0.576	
93965	304.203	130.627	1.0	
94157	166.197	91.731	0.511	
94185	225.289	131.646	0.327	
94326	170.452	116.663	0.65	
94336	92.042	113.696	0.802	
94614	51.392	109.706	0.391	
94751	45.522	117.685	0.339	
94852	364.795	128.631	0.9	
94871	237.964	116.688	0.748	
94944	102.804	110.704	0.509	
95069	126.84	131.648	0.5	
95155	197.893	111.701	0.85	
95707	133.31	103.747	0.317	
95786	71.219	111.678	0.752	
95843	152.811	109.735	1.0	
95862	66.434	131.648	0.479	
95899	202.563	128.656	1.0	
96001	172.885	110.681	0.663	
96427	149.455	111.724	0.649	
96493	108.165	107.688	0.777	
96549	80.792	79.812	1.0	
96825	224.406	126.66	0.299	
96960	239.981	128.684	1.0	
97022	174.133	111.701	0.561	
97230	183.396	130.647	1.0	
97278	103.154	115.663	1.0	
97337	154.05	132.622	0.304	
97585	257.105	116.683	0.307	
97679	102.892	129.63	0.613	
97924	111.538	111.701	0.616	
97988	274.95	147.608	0.524	
97994	137.28	111.675	0.437	
98018	169.207	109.682	0.174	
98261	13.62	110.704	0.802	
98287	175.626	106.714	0.347	
98392	90.535	115.665	0.578	
98497	113.861	128.628	-1.0	
98520	118.166	129.651	0.934	
98633	84.636	107.712	0.9	
98716	120.311	102.725	0.875	
98839	170.0	128.655	0.663	
98853	233.334	107.685	0.611	
99024	132.708	128.655	1.0	
99039	225.508	128.655	0.451	
99053	232.278	145.634	0.431	
99054	190.31	107.712	0.765	
99114	116.393	111.699	0.561	
99182	105.155	110.702	0.396	
99242	103.885	110.705	1.0	
99428	218.429	128.658	0.604	
99810	53.599	112.698	0.48	
100238	223.659	129.653	0.747	
100274	204.502	110.704	0.466	
100283	218.596	129.654	0.471	
100428	164.355	127.659	0.455	
100489	178.467	115.666	1.0	
100510	138.254	110.704	0.699	
100582	239.665	110.68	0.337	
100624	80.279	110.704	0.367	
