id	data_size	infer_time	accuracy	
79034	315.53	95.721	0.325	
79144	261.993	94.746	0.9	
79188	169.909	66.497	0.4	
79229	134.966	91.755	0.966	
79408	151.436	89.781	1.0	
79565	54.983	95.972	0.925	
79588	220.873	95.744	0.617	
79651	217.66	94.722	0.98	
79837	125.927	61.811	0.36	
79969	261.443	61.837	0.21	
80022	86.829	91.754	0.7	
80057	87.873	62.831	1.0	
80153	157.384	60.837	0.933	
80273	75.071	90.733	0.95	
80274	284.174	96.741	0.901	
80340	145.466	90.73	0.561	
80413	90.402	96.74	1.0	
80659	183.086	93.179	0.766	
80666	318.89	97.738	1.0	
80671	99.919	90.915	0.901	
80932	200.813	64.824	0.521	
80949	88.441	91.754	0.713	
81061	172.256	90.756	1.0	
81394	232.13	95.717	0.639	
81594	202.195	66.821	0.597	
81738	134.918	95.745	0.729	
81766	281.293	93.748	0.917	
81988	109.417	92.752	0.823	
82085	227.728	90.782	0.397	
82180	197.677	90.759	0.955	
82688	70.759	90.113	0.661	
82696	97.457	62.831	0.574	
82715	258.146	91.726	0.553	
82765	55.014	61.859	0.95	
82807	91.438	89.934	0.686	
82812	159.086	78.812	0.514	
82821	295.89	89.736	0.33	
82846	254.419	97.416	0.845	
82986	183.885	91.754	0.815	
83113	280.249	96.849	1.0	
83172	74.371	90.763	0.808	
83531	107.868	55.876	0.295	
83540	163.712	91.515	0.801	
84031	130.608	89.761	0.319	
84170	210.646	95.429	0.561	
84241	161.461	80.783	0.407	
84270	141.769	95.72	0.492	
84362	93.296	94.747	0.658	
84431	126.354	59.843	1.0	
84477	153.136	91.731	0.865	
84492	199.831	61.834	0.633	
84650	110.72	94.752	0.43	
84664	162.564	99.733	0.129	
84674	124.958	65.848	0.505	
84752	141.74	90.757	0.589	
85089	166.39	89.736	0.878	
85157	167.584	94.368	0.622	
85195	163.683	95.744	0.955	
85329	73.342	94.723	1.0	
85376	172.524	66.56	0.705	
85478	149.262	80.784	0.9	
85576	80.682	97.713	1.0	
85665	66.511	67.816	0.9	
85682	191.36	90.734	0.501	
85772	151.91	90.29	0.851	
85823	277.745	89.759	0.933	
85911	117.214	78.972	0.9	
86220	206.381	90.733	0.539	
86483	136.294	96.766	0.0	
86582	168.227	91.755	0.451	
86755	110.897	95.769	0.229	
86956	99.449	67.793	0.31	
87038	179.007	95.743	0.56	
87144	156.945	94.747	0.434	
87244	106.099	68.841	0.337	
87470	238.127	96.273	0.55	
87476	162.074	61.859	0.654	
87742	115.909	67.843	0.8	
87875	240.748	95.768	0.9	
88040	276.112	62.005	0.804	
88218	80.097	67.795	1.0	
88250	164.68	91.728	0.752	
88265	283.083	62.808	1.0	
88269	134.265	95.752	0.869	
88345	120.147	92.776	0.471	
88432	172.959	66.846	0.689	
88462	197.235	79.786	0.586	
88485	112.91	91.754	1.0	
88848	319.766	99.758	0.679	
88951	192.199	98.761	0.755	
88970	121.288	63.388	0.9	
89045	113.352	92.728	0.32	
89078	198.373	67.818	0.404	
89271	228.943	108.478	1.0	
89296	164.404	91.816	0.9	
89556	204.423	95.777	0.525	
89648	165.769	90.811	0.395	
89670	109.494	90.758	0.329	
89697	149.751	91.456	0.869	
89761	184.091	66.822	1.0	
89880	64.081	80.785	1.0	
90003	288.473	94.743	0.866	
90062	266.312	93.965	1.0	
90108	145.198	96.741	0.955	
90155	229.087	92.444	1.0	
90208	238.242	90.758	0.933	
90284	125.951	98.736	0.95	
90631	84.662	79.935	0.9	
90891	411.679	91.722	0.413	
90956	120.835	88.763	0.653	
91406	172.909	90.9	0.294	
91495	141.894	90.757	0.802	
91500	230.078	97.738	0.566	
91615	187.2	91.893	0.404	
91619	118.853	61.833	0.9	
91654	180.252	96.716	0.822	
91779	197.261	94.746	0.494	
91921	310.58	96.741	0.851	
92053	132.645	90.733	0.356	
92091	150.647	96.742	0.792	
92124	74.948	59.816	0.944	
92177	110.365	97.896	0.582	
92416	116.634	68.792	0.523	
92660	204.126	91.73	0.294	
92839	225.326	106.888	0.9	
92939	170.928	62.832	0.444	
93154	201.262	61.809	0.388	
93261	88.93	96.741	0.604	
93353	79.831	94.836	0.406	
93437	105.545	79.785	0.268	
93717	130.779	90.757	0.516	
93965	304.203	96.347	1.0	
94157	166.197	60.837	0.544	
94185	225.289	96.715	0.429	
94326	170.452	66.821	0.601	
94336	92.042	91.754	0.818	
94614	51.392	90.97	0.378	
94751	45.522	66.794	0.284	
94852	364.795	97.711	0.735	
94871	237.964	67.793	0.761	
94944	102.804	91.949	0.501	
95069	126.84	94.771	0.6	
95155	197.893	91.755	0.696	
95707	133.31	79.763	0.334	
95786	71.219	91.755	0.678	
95843	152.811	90.734	1.0	
95862	66.434	98.51	0.443	
95899	202.563	97.715	1.0	
96001	172.885	90.898	0.815	
96427	149.455	91.73	0.698	
96493	108.165	61.835	0.424	
96549	80.792	48.869	1.0	
96825	224.406	95.835	0.398	
96960	239.981	96.717	1.0	
97022	174.133	91.753	0.607	
97230	183.396	96.765	0.901	
97278	103.154	66.822	1.0	
97337	154.05	95.889	0.306	
97585	257.105	66.797	0.453	
97679	102.892	95.778	0.632	
97924	111.538	92.756	0.6	
97988	274.95	101.705	0.48	
97994	137.28	90.758	0.442	
98018	169.207	89.972	0.185	
98261	13.62	91.752	0.752	
98287	175.626	62.833	0.358	
98392	90.535	66.94	0.525	
98497	113.861	94.748	-1.0	
98520	118.166	94.722	0.934	
98633	84.636	62.832	0.9	
